,date,value
469,2015-06-28,1636.3640011
468,2015-06-29,1631.44160112
467,2015-06-30,1632.58419884
466,2015-07-01,1662.67845948
465,2015-07-02,1660.50556716
464,2015-07-05,1655.4179624
463,2015-07-06,1659.98229864
462,2015-07-07,1656.77265759
461,2015-07-08,1646.14956015
460,2015-07-09,1657.5171153
459,2015-07-12,1654.06988013
458,2015-07-13,1670.35472367
457,2015-07-14,1685.27731129
456,2015-07-15,1688.21163762
455,2015-07-16,1700.14805675
454,2015-07-19,1714.88485145
453,2015-07-20,1719.89398151
452,2015-07-21,1711.70647062
451,2015-07-22,1705.34257803
450,2015-07-23,1704.39611545
449,2015-07-27,1739.35382442
448,2015-07-28,1757.27132649
447,2015-07-29,1770.50829077
446,2015-07-30,1757.69981812
445,2015-08-02,1747.05490452
444,2015-08-03,1745.64056589
443,2015-08-04,1752.61818576
442,2015-08-05,1771.44154136
441,2015-08-06,1759.56920917
440,2015-08-09,1762.07769459
439,2015-08-10,1776.04316754
438,2015-08-11,1767.60981844
437,2015-08-12,1754.73684977
436,2015-08-13,1762.59488776
435,2015-08-16,1759.68045475
434,2015-08-17,1765.63555724
433,2015-08-18,1771.9909109
432,2015-08-19,1765.79252744
431,2015-08-20,1754.81413759
430,2015-08-23,1691.81100026
429,2015-08-24,1620.5817956
428,2015-08-25,1658.97108365
427,2015-08-26,1658.73477515
426,2015-08-27,1674.00472363
425,2015-08-30,1688.10743987
424,2015-08-31,1672.50868282
423,2015-09-01,1658.10449933
422,2015-09-02,1674.45368257
421,2015-09-03,1697.7757502
420,2015-09-06,1680.22455826
419,2015-09-07,1677.5746845
418,2015-09-08,1682.07001082
417,2015-09-09,1675.13889614
416,2015-09-10,1659.30529735
415,2015-09-16,1681.13309475
414,2015-09-17,1680.17774737
413,2015-09-20,1658.12668473
412,2015-09-21,1665.16129995
411,2015-09-24,1605.7732704
410,2015-09-29,1550.24167927
409,2015-09-30,1555.23007608
408,2015-10-01,1565.98611165
407,2015-10-06,1583.09537197
406,2015-10-07,1580.09448181
405,2015-10-08,1581.62782235
404,2015-10-11,1582.82595726
403,2015-10-12,1578.05955225
402,2015-10-13,1578.62647874
401,2015-10-14,1566.36762027
400,2015-10-15,1591.34780674
399,2015-10-18,1620.520754
398,2015-10-19,1618.66816783
397,2015-10-20,1609.68540823
396,2015-10-21,1587.13930625
395,2015-10-22,1584.94805932
394,2015-10-25,1630.36365153
393,2015-10-26,1623.52482782
392,2015-10-27,1622.07099719
391,2015-10-28,1640.78344141
390,2015-10-29,1646.3314735
389,2015-11-01,1644.90669972
388,2015-11-02,1653.8773962
387,2015-11-03,1670.78814185
386,2015-11-04,1672.5774236
385,2015-11-05,1660.3905503
384,2015-11-08,1657.0187175
383,2015-11-09,1651.09937666
382,2015-11-10,1649.10766147
381,2015-11-11,1658.49742031
380,2015-11-12,1639.22897934
379,2015-11-15,1590.78300943
378,2015-11-16,1620.70597786
377,2015-11-17,1634.41888457
376,2015-11-18,1644.99525129
375,2015-11-19,1657.43720436
374,2015-11-22,1660.43653959
373,2015-11-23,1666.71639564
372,2015-11-24,1649.55664917
371,2015-11-25,1661.00067
370,2015-11-26,1668.15617594
369,2015-11-29,1665.17484012
368,2015-11-30,1651.22780028
367,2015-12-01,1681.67334152
366,2015-12-02,1682.68679084
365,2015-12-03,1670.13629048
364,2015-12-06,1679.90970823
363,2015-12-07,1667.74893133
